,text,Labels
154,Satanic influence,Not-Hope
1686,Islam may to ye log wajibul katal hai,Not-Hope
625,"या तो हिंदी बोल लो या इंग्लिश बोल लो। 
या दोनो मे ही हाथ कमजोर है। 
क्या सुने आधा rap आधा भजन है",Not-Hope
2733,Aap  ko saluate sir,Not-Hope
3069,"Correction, sex is biological, gender is social!",Not-Hope
1346,Insan hai na.. Bas yahi important hai,Hope
569,"Harvinder S.Sachdev 
बकवास! Sheer बकवास  ! The lady has a rather weird imagination.   I fail to understand as to what goals she had set when she first decided to explore the badlands of G.B. Road !  The lady is vastly confused, full of doubts...totally bewildered.  My very sincere advice to her would be,"" बेटा,  hold back, ठंडे दिमाग से सोच, तुझे जिन्दगी में करना क्या है  ?"" Period.",Not-Hope
3128, @Aarushi Patel  yess . They are not gay,Not-Hope
1758,Jai hind sir 🙏🙏🙏🙏,Not-Hope
1816,"Ladyboy, shemale inke liye koi particular word nhi h kya?",Not-Hope
2065,Thank you so much for gender ke bare samjhane ke liye,Not-Hope
127, @Harshwardhan Bhadane  mera bf ki sadi hi hone vali he me tut Chuka Hu abb kisi ko ki bhi sadi hoti hai he to muzhe bahot dukh hota he isliye me kahi bi sadi me nahi jata i hate my life mere ghar vale bhi saport nahi karate but abhi mere sath he or app plz is duniya me kisi pe bhi jyada bharosa mat karana or na hi pyar thoda soch smaj kar koy bhi chiz karana,Not-Hope
3177,Ab samajh me aaya india ki itna abadi kyo hai or bahar ki desho me itne kam kyo hai.keep thinking up,Not-Hope
2006,Sir apne sidhya ka Diya hai ki ek bihari sau par Bhari,Not-Hope
980,Do internet search it's genetic+environmental impact,Not-Hope
3202,Is vedio m trans sexual aur ladyboy k baare m nahi bataya.  Vedio banao next,Not-Hope
190,Bhagwaan hai kahan re Tu🙏,Not-Hope
1139,Wo sab toh thik h lekin proud kyu 💀💀,Not-Hope
992,"Priority ke hisab se ham partner sunte hai.
Agar life me aapko(Habit of talking/ S3xual compatibility/ Emotional security/Intellectual compatibility/ Social validation/ Excitement ) sahiye to aap usi type vale se hi aap pyar me pdte hai.
Attract-> fir affection-> fir Attachment , LO ho gya payar.
 Agar vo type insan me nhi rhi to hmesa khud ko akela mahsus krenge🤔😊
sometimes u want excitement sometime emotional security, so human searches for diff people at diff times. @Bookish Gyan with Ms Preeti ",Not-Hope
699,Wo aise mothers h jo vha tdp rhi ki koi unko isse bahr nikalen .riste bdl jate h ijjt k sath pr hr insan mein insaniyt hoti h usme ak aatma hoti h wo to sudh ho skti h agr unko koi yha se nikalen .silayi kdhayi bhute kam h jo wo kr skti h .and mens ko educate kro taki wo kisi bhi kdki ko job k bhkawe mein na beche .,Not-Hope
606,Chal jhuthi,Not-Hope
180, @Kajal Rajput  nhi leta hu seriously yaar but jis ko aap mjak bol rhi ho vo koi mjak ka visy nhi h chhod in sb ko ye btao kha se ho aap 😁,Not-Hope
301,Inko boobs kaise aata hoga 😂😂,Not-Hope
2544,If a male is attracted towards female and Female is attracted towards male then they are straights,Not-Hope
2967, @Mahesh patil  g hazoor😁,Not-Hope
1060,Cloning se possible hai,Not-Hope
3011,Sir ji nmste ye 5 nmbur me admi ke dono parts hote hai,Not-Hope
3071,Khan sir zinda baad,Not-Hope
2565,You tube pr pta nhi sir kya kuch dekha krta...Lekin jb se aapke video dekhe h..Uske baad bs aapki hi video dekh rhe h,Not-Hope
1069,Thode nhi hai officially hi 10 lakh se Jaya hai sirf India mein baki numbers surely bhoot jayada hai isse bcz unko lagata hai ki normal to hetero hai jesa ki apne bola . Sir thode se topic ki sensitive ke sath badha dete,Not-Hope
2524,सम लैंगिक विवाह को मान्यता मिलने के बाद मिस्टर फैसु और रियाझ अली शादी करणे वाले है....सुत्रो के अनुसार...😂,Not-Hope
2205,"• डर मुझे भी लगा फासला देखकर मैं बढ़ता गया रास्ता देख कर, खुद ब खुद नजदीक आती गई मेरी मंजिल मेरा हौसला देखकर।",Not-Hope
1243,Well I am gay and fell releif after hearing this from my favorite teacher 😊,Hope
16,Khas hum gay logo ko bhi izzat mil paye is diniya me,Hope
3180,"Insan janwaro say vi battar ho gaye hay 
Koye limit hota hay yar",Not-Hope
546,Hindi me bolte to jyada achha hota,Not-Hope
658,"गाओं के लोग तुम लोगों से अच्छी जिन्दगी जीते हैं  तुमलोगों की तरह नहीं शहर के गन्दे वातावरण में रहने वालों  और वो तुमसे ज्यादा ही एडवांस हैं  चाहे शहर हो या गाओं हर जगह राज करते हैं वो शिष्टाचारी भी हैं और एडवांस भी हर चीज़ की जानकारी रखते हैं quality लाइफ व्यतीत करते हैं !  तुम लोग पहले अपने शहर की हालत देखो कोठे वहां पर मिलते हैं ! गाओं में नहीं गाओं के लोग सभ्य होते हैं तुम्हारी तरह नहीं ! जैसे गाओं तुम्हारी सोच में हैं वैसे तो हमने नहीं देखे !
हिन्दी में लिखा है ताकि तुम्हारे दिमाग में अच्छे से घुसे",Not-Hope
3153, @142_Harshil Thesia  All the very best,Not-Hope
2922,"Cockold kya hai,,porn me likha aata hai.",Not-Hope
1504,Bada chull h re dusro ki jindgi me ghusne ki!,Not-Hope
959, @Mejoo i j 7  nahi bro esa nahi h vo ander se feel kar rha ki vo ak ladki h usko kadki hona chahiye tha but uske जननांग sahi h to vo gay me hi ayega,Not-Hope
2331,Sir ek lingi and dwi lingi kya hote hai,Not-Hope
797,Omg rene de yrrr jesa h vese he sai h,Not-Hope
225,In 6 mein se 4 transgender punjabi hain..yeh kya ho raha hai punjabio ko,Not-Hope
2074,"What is shemale 
Pls details main samjha dijiye...",Not-Hope
1799,Heterosexual ko normal bol rhe h ur homosexual ko mental  ... Jab tk puri research nii kr lete h tb tk videos nii banana chahiye,Hope
2485,Right bhut ache se samjhya sir ne🤗,Not-Hope
3160,Tomboy halo 🤣,Not-Hope
2277,Natural to bilkul ni h ye...agar koi janm se andha lngda paida hota h..ya khud se roshni chli jati h...to kya usko illness ni bologe?,Hope
2085,Kya intersex wala ladka ya Ladki Bachhe paida kr Skte h?,Not-Hope
1693,Bahut kam hai toh aap kyu bother ho rahe ho.,Not-Hope
2797,Sir great thinking,Not-Hope
1045,Badhai do vai,Not-Hope
469,kya confusion h,Not-Hope
954,"khan sir aap rhne dijiye aap hr topic ache se smjate ho but ye topic aap ache se nhi smja skte ..... Itni baar mentally word use kiya aapne aap logo ko lgbt ke baare me educate kr rhe ho ya lgbt logo ko bimaar bta rhe ho. Ye koi bimari nhi hai, its natural. plzz aise humari community 🌈 ko badnaam na kre hum bhi normal hi hai . Aise lgbt community ki bezatti na kre 🏳️‍🌈🏳️‍🌈",Hope
3176,Kas adhar card me home sexual ya hetro sexual ke bare me likha hota,Not-Hope
2735,Very nice sir,Not-Hope
639,Viryanash Se Bada Koi Naash Nahi hai🥲🥲,Not-Hope
2970, @Pritam Bangal  Present ka videos dekho phir kuchh kehna,Not-Hope
1218,Very nice Bhai ji behad important bat khi hai apne,Not-Hope
1158,In ko manata ke nae treatment ke zarurt hai,Hope
1415,ये ख़ान..... हिन्दुस्तान की आन है ....कौन कौन सहमत है.. ठोंको ताली,Not-Hope
2899,"मुझे तो लगे,bi-sexul ज्यादा हवस के भूखे लोग है,,जिनको जो मिले, उससे हवस मिटा लेते है।",Not-Hope
1527, @Kanishk Kakkar  Girl h,Not-Hope
3116,Marcus stoinis + Adam Zampa = ????,Not-Hope
1300,"Sir ,thank you very much for sharing great knowledge",Not-Hope
3059,Yas,Not-Hope
2848, @Sanjay  😶,Not-Hope
1603,"तूम लालची हो
बहका रहे हो
पैसोंके लीए 😒",Not-Hope
160,Mei 28 saal ki male hu. Lekin sach me mei ek aurat banna chahta hun 😭,Not-Hope
1704, @LIMITED GAMER  आप अपनी राय के हकदार हैं,Hope
956,"आज Bisexuality ने जन्म लिया है।
कुछ दिनबाद Trisexuality जन्म लेगी।
फिर  कुछ दिनबाद Machinsexuality जन्म लेगी। 

अपने-अपने pets को संभालके रखो। इंसान इस दुनिया को बार्बद करकेही छोडेगा।

सिर्फ शरीरसुख के लिये।",Not-Hope
2869,8:31 sir ke body language ekdum age a gye 😂😂😂 shk hua mujhe,Not-Hope
3110,"१. Transgender एक लिंग है।
२. लिंग में variety नहीं आयी हैं। लिंग वही है - male, female, and transgender। लिंग जो भी हो उन्हें हीटरोसेक्शुअल रिलेशन से हटकर अगर कोई और लिंग पसंद आ रहा है उसे कहते है समलैंगिकता।",Not-Hope
877,I love you sir aap bhut ache se samchate hai aap,Not-Hope
1919,Shemale kya hota h? And mujhe lgta h ap tk se smjha ni paye trans gender and inter sex k bre m ulta bol diya apne....and ink bre m Or ache se smjhaiye,Not-Hope
1884,"Mental na kahiye sir G. Nature janta he apne aap ko niyantran karna. Par insan samajh nahi pa raha. Hume log unnatural kehta he par unnatural system khud apnata he bachha stop karne k liye. Ye sirf man ki baat nahi he balki sharir ka he. Hu to me larka, par mere sharir me me kuch eisa feel karta jo feelings mujhe purush ki baho me samaane ko tarsata he. Eisa hormone ki wajah se hota he. Aap ne tomboy ka jikr kia tha. Usi prakar larko me v larkion jeisa feelings ata he. Jiska tallook sharir se he. Man se nahi. Agar kisiko  sex karne ko opposite sex nahi mil pa raha aur sochta he k chalo same sex se kam chala lete he filhal k liye, to ye he man ki baat. Ise aap mental kaho ya na kaho. Is topic par charcha k liye ❤️👍🙏",Hope
2200,Bai mujhe tu famale e pasand hai🤣🤣,Not-Hope
98,Ab yeh transwomen kya hota hai .. smjh nhi aaya,Not-Hope
3019,u r genius,Not-Hope
2557,"Muje to lga tha k sirf 3 type ke hi log hote h male , female or transgender . 😯 Ky baat h itna sb kush hota humans me 🙄😕😲 , shocking h 1dm 🥴",Not-Hope
253,"sabko haq ha life jeene ha
SO jo mann kre vo kro yaro....😺",Hope
103,"Ye sab kya dekhna pad raha hai...

Paison k liye kya kya kar rha hai insaan

Aur usse ghatiya baat ye hai jo in logon k pyaar mein pad jaate hain paise k liye ya aise hi....thoo behenchod dono pe",Not-Hope
1445, @Puneet Sharma  oh bhai hindi or Punjabi bol,Not-Hope
1443,"Nice sir
Aap bahut acha padate h",Not-Hope
1648,Sir us application namm Kaya hai 🤣🤣🤣,Not-Hope
586,V nice sahi kaam krte chalo malik aapke saath hai thanks,Hope
627,"Agar mai jati to bomb lekr jati sath mai,, aur koi mujhe sath deta mtlb ko jaan de skta to ye sb kothe ko uda deti,, aur rapist logonko bhi waise hi torture krke mar deti",Not-Hope
1696,Kya gay ya lesbian ka ilaaj ho skta hai,Hope
2101,"Sir app sa ek help chaiya thi 
Apple app subscription chaiya tha biology and map ki class ka liya 
Please help sir. 🙏🙏🙏🙏🙏
2 months baad exam ha or hum apki , पुरानी video dekh rha ha bio ki 
Please help !!!!!? 🥺🥺🥺🥺🥺🥺",Not-Hope
2199,Naman hai sir dil se aapko.....jai Hind,Not-Hope
403, @Karan Kumar   mujhe nahi samajhni teri baat theek hai,Not-Hope
1154,Sir aap Bharat Desh ke liye ek wardan hai sir bhagwan se mai prarthana karo ga ki mere jeevan se khuch din Katkar aapko de de thank you sir 🇳🇪🇳🇪🇳🇪🇳🇪🇳🇪🇳🇪🇳🇪🇳🇪 jai hind sir,Not-Hope
2255,Attract nahi ho raha to gadbad hain😂😂😂😂,Not-Hope
2863,One qus. Inter sex and Bi-sexual me bachche paida ho skte hai ?,Not-Hope
1682,Sir kya padhaya hai aap ne👌1. Num,Not-Hope
2056,Tomb boy ka explanation bahut funny laga...... overall nice thsnks,Not-Hope
3036, @Kaintura ji  11-13,Not-Hope
452,Sav ko apni life apni pasand s jine ka pura hak h ..,Hope
2301,"Acha jankari mila sir ,ek confusion rah gaya ,ye shemale kya hota hai?",Not-Hope
1327,OMG 😱😱 esaa bhi kuch hota he kya.,Not-Hope
2049,Queer kiyo hota hai kis karan espar vidio banaye,Not-Hope
880,Kar sakte h agar vo male to male ki bajah female se sex kare,Not-Hope
3113,Sir but by sexual me suna hai  ki bache nhi hote hain??,Not-Hope
623,M b gai h delhi m g b raod se guzrti hui aksar pr esa kbi nh dekha mne pr ha waha sb hota h mne suna h or m akbi waha se akeli nh gai rikshw m or drive krte hue gae with mah hubby,Not-Hope
2393,Excellent  Khan saab. Mujhe kuch queries hai aap se. Kya mai puch sakta hu one by one ?,Not-Hope
2962,"The most famous Tom girl ......
Guess who?....
.
.
.
Ranvir Singh 😉😁",Not-Hope
1787,These vidios deserve dislike,Not-Hope
262, @Fariha Sheikh  agr sport ni kr skte ho to uske khilaf bhi mt jaao aap aap ke bolne se samne wala jo fill krta h bo bdal ni jayega samjhi aap achche se kam me dal lena meri bat,Hope
1634,Sir please autism par video banaye,Not-Hope
1438,5:08 haan bhai samajh gaye samjh gaye😗😗,Not-Hope
2198,Sir ek question mujhe bahut pareshan kar rha h kya Intersex log bache paida kar skte h aur kya sex kar skte h i m talking only about Intersex. Those who have answer please answer me because I want to know about this for Knowledge. Please give me the accurate answer,Not-Hope
1969," @panwar sahab  YouTube se hi...asal me ye ladka mslmn gharana ka h jaisa k usne khud btaya lkin wo mslmn nhi h chahe use quran pdhna ata ho ya kvi kv wo namaj v pdhta ho qk na wo jannat ko manta h na dojakh ko aur hinduwana rasmo riwaaz pr v amal krta h...

islami nm se admi mslmn nhi hojata blki islami aamaaal aur aqeedo se mslmn hota h...",Not-Hope
2520," @siddharth bhandari  
You are right here
I should have ignored him",Not-Hope
1802, @Nikhil Kadam  half engineer ( unemployed)  spotted🤣,Not-Hope
640,Aagyi ekaur feminist. Bhyi unka kaam hai voh,Not-Hope
3188,"Intersex mein ek condition hoti hai jaha dono sath mein hi hote hai just like ritik roshan k pas 2 thumb hai waese ..... And trans mein firstly females mein 3 opening, hoti hai pesab k lia alg jo ki rehti hai trans mein , 2 nd opening vagina jo ki reproduction k lia hota hai, And trans mein ye hota hai pr jo ova (anda) release nhi hota ,kuch case mein vagina missing hota hai and 3rd opening anus jo ki hr human mein hota hai... In trans males penis hota hai  sb mein but andkosh kaeo mein nhi hota. pr urinary bladder aur urethra hota hai so pesab kr lete hai..... kai mein hota hai (scrotam\andkosh)
pr woh km nhi krta mtlb sperm nhi release kr pta, aur male sterile hota hai.",Not-Hope
2385,Police me shayad liye hai in logo ko,Not-Hope
2598,"Lekin ye ho kaise jata hai ,ki wo lesbian ho jati hai",Not-Hope
3022,Aadhi baat to mmmmm mmmmmm karke hi samjha diye. 😁,Not-Hope
1959,Inter sex main production kar ne ki shamata hoti hai kya,Not-Hope
488,Roj ladai karegi heer se 😁,Not-Hope
1843, @Surath Saha  metaly disorder hi bataya,Not-Hope
1734, @BHUPENDRA SOLANKI   😂 sahi baat,Not-Hope
2911,It's LGBTQ,Not-Hope
146,Gale me kya attak gaya jo awaj nahi nikal rahi,Not-Hope
1534,तभी तो सर् मैंने एक वीडियो देखा था तो उसमें male और female दोनो पार्ट थे मुझे लगा ऐसा तो कभी नही सुना शायद ये एडिटिंग है पर थैंक यू सर् good information।।।।। सर हमारे इधर एक लड़की थी वो भी lesbian थी पर वह yoga और मैडिटेशन से ठीक होगयी उसकी अब शादी हो चुकी है 4 साल होगये,Not-Hope
1986,Aaj full malll phoonka khan ne,Not-Hope
1369,Kya baat 👍👍,Not-Hope
2450,Aagya gyan chodne,Not-Hope
3132,कस विदेश जैसे भारत भी होता,Not-Hope
2811,Thanks Khan sir,Not-Hope
659,YE.M.SAB JITNA HUAA HAI....HORHAA....YE SASB INDIAN GOVT KE WAJAH SE HO RHA HAI......QKI INDIAN GOVT NE HI ALLOW KI HAI...SEX WORK KO LEGALLY😬,Not-Hope
1794,6:22 Agar same hota hai  to pehchanenge kaise,Not-Hope
2511,🤣🤣🤣,Not-Hope
186,Bhagwan Kabhi kisi ko aise life na de jo ye sb krna pde 🙏🙏🙏🙏,Hope
1147,Sir hmari university mai 2 ladke hai ese but uska mere frnd mjaak udate hai,Not-Hope
608,Ye or wo comedy ye dono platform lambi lambi fekne kaa centre ban chuke hai bahot zoot bolte hai,Not-Hope
2191,Intersexual vo sambhog kiss parkar sakte hai ??,Not-Hope
2799,agar koi na boy na girl ki taraf attract ho usa kya kahinga.....,Not-Hope
1930, @amit kotadia  haha,Not-Hope
197, @katappa Mama  they are transgender,Not-Hope
2931,"Sir 🙏ek video desh best ladako k uper banayiye like NSG,cobra,para miltory etc...plz",Not-Hope
2327,Koi lesbian hoga 😂😂😂,Not-Hope
293,Vosodeke harmon ka goli kha ke ladki bana huwa hi,Not-Hope
766,Kudrat ke saath chedkhani nhi karni chahye,Not-Hope
400, @Karan Kumar  and again meri koi dushmani nahi bas tumhari soch ek minority community ko demotivate kar rahj hai to ye sab uske saath bolo jo tumhari ghisi piti baat samjhe,Not-Hope
122, @patel praful  accha mai sissy type gay hu aur mera bf sirf gay sissy nhi hai,Not-Hope
202,Aapki awaj to Kam Kuch peeche sevhi Gaya kya,Not-Hope
835,"Ap ka mentality bilkul bihari type ka hi hai
Padha likha gabar😂",Not-Hope
2294,Sir aap jaldi.bhtya.karo.aap.ik.baat.ko.bar.bbar .mat.bhtyio.karo,Not-Hope
1439,Bhagwaan aapke jaisa beta sabko de,Not-Hope
1733, @LIMITED GAMER  isse kaise culture khatam ho jaayega zara ye bataiye?? ..,Not-Hope
1695,"I know it wasn't deliberate, but using ""mansik rog"" to describe lgbt is very harmful :(",Hope
3123,"Sir aapne ek chiz ke baare me nahi bataya homo sexual me Bhramcharya ( no fab )mental . Jo log kabhi shaddi nahi karna chaete Jo log kabhi sex karna nahi chaete  for Example:- Swami Vivekanand , 
Bharat ke poorane jawane me rishi muni .",Not-Hope
1707,Unhone peheli hi sorry bola explanation ke liye hein,Not-Hope
3108,The ellan sho wali bhi lesbian hie,Not-Hope
1153,Shadi nahi hone ke case mai bhi aise  male to male sex ka vichar aate hain kya sir,Not-Hope
1661,😀😀😀 isiliye just quit hoye gechi😀,Not-Hope
2432,Agr male aur female attract nhi huye to samjhiye kus gadbad hai 😂😂😂 kya khoobsurat tarika hai sir ka padhane ka,Not-Hope
1759,Transgender aur Inter-sex dono ka matlab ek hi hota hain. Ok fine samjh gye .................I am Bi-sexual,Not-Hope
854,"Kya umdaa teacher hain Khan sir...
Really respect him..",Not-Hope
1589,Mera Kal exam h,Not-Hope
2267,Gay log bahut ho gye hain,Not-Hope
641,Hindi mein bolane mein sharm aati hai to India mein Kyon rahti hai India se bahar Chali Ja Samjha agar tu dusron ko Apna Baat Samjhane ki koshish kar rahi hai to Hindi mein bola kar Taki Har Koi samajh Paye Teri Baat Yahi Chahti Hai Na Tu to Hindi mein bol Hindi mein bolane mein koi sharm nahin hai agar sharm Lagti Hai To Itna bhashan mat de Yahan per Aakar show of mat kar,Not-Hope
1,"Bhai to society change karke rahega. 
I support you ❤",Hope
2160,Intersexual me penis aur  vigna dono ho ye kaisa possible hai.....,Not-Hope
698," @Ayush Mehta  Some people doesn't have a choice. Only options. Some people doesn't have the freedom our country provides. Most people won't understand because they can't make sense of it and it's not their fault for not understanding those poor soul's liabilities, because most of us are in a situation where we have someone above us(our parents or brothers, wether rich or poor) and most important we are male. Females are weak and can be easily targetted in many ways. Ask a gali ka chor or a robber whom they loot the most, they will say women are easy to scare them off and take their belongings even sex without consent by forcing them to die or have sex with them. Most of the chain snatchers snatches from women. All of these because women are less likely to fight back. It's just a very light and small percentage of examples. Girls in the brothels have different life. All of them are praying for someone to save them. We have the luxury to aim for a career, a goal in life. Struggle and make something out of life. Do what we love. They don't have those kind of luxury. Luxury to dream. You think they love getting fucked by 10-20 unknown males every night and their earnings been taken away??? They hate it and they hate themselves for it. They feel embarassed. They too want to get educated, have a lover, a child, a family and everything a person wish for in life. But time and situation has taken away even their dare to dream. It's unimaginable. One night just buy some 3-4 girls from brothels and pay them double or triple their normal amount, just for talking and knowing them. I swear, you won't be the same person again.",Not-Hope
1636,"Sir you explain very clear and awesome.. 
Sir intersex wale person m penis and vagina dono rehete h sir... And then transgender m fir kesa gupt part hota h Sir..",Not-Hope
1291,LGB in tino ko bhagao india se.. 🤮🤮,Not-Hope
3048, @Bineet GTM  it's true Islam me lesbian gay homo shakti se manahi hai .lekin jhut bolna gibat krna bhi mana hai lekin afsos aksar log krte hain,Not-Hope
2489,Who is watching this in 2021 and in during final offline exam like me,Not-Hope
1520,Khan sir matlab Muslim k ghar hindu mentality insaan paida ho gya,Not-Hope
1853, @coming soon  knowledge Hoga tabhi na batayega,Not-Hope
1136,Mast sir G,Not-Hope
3093,Hindi me nhi H kya,Not-Hope
1631,Bhout axa topik samjaya app ne,Not-Hope
1998,Sir ji apne napusak ke bar me nahi bataya,Not-Hope
663,Yeh Paise hai toh sab kuch hai yeh mentality ladkiyon ne hi laya hai warna kon baap apni ladki ek gareeb larke ke hath mein deta hai ?? Kon well settled larki ek gareeb ladke se shaadi karta hai ??,Not-Hope
683,And jab voi cheez only fans pe ho rahi 😂😂,Not-Hope
1257,"Transgender k fevar me jo apne bola h,🙏 wo sun k apke liye izzat badh gyi..👍",Not-Hope
317,Bht guts chahiye khud ye realise krawana..r uske baad ye krna,Hope
648,"मेरे गांव की भगवती मंदिर है (मां बिषहरा ) से प्रचलित है
यहां कोई भी विषधर से विषधर सांप काटने पर आदमी को कुछ नहीं होता है।

हमारे बिहार राज्य के सहरसा जिला के सिमरी बख्तियारपुर प्रखंड के अंतर्गत मोहम्मदपुर पंचायत में बैडी गांव में स्थित है 

यहां का परंपरा है कहीं भी सांप काट ले यहां के मां भगवती के नाम लेकर से (आप जहां हो )वहां की एक चुटकी मिट्टी उठा कर खा लेने से सब इस विषय पार हो जाता है",Not-Hope
1434,वीडियो नहीं आ रहा है आपका,Not-Hope
1479,Intersex ke baare mein thodha aur sahi se batao sir,Not-Hope
709,Terko bhi banna hai kya 😂,Not-Hope
1282,Muslmano ka name chura ke log 13M poch gye,Not-Hope
1768,Thanks guruji,Not-Hope
972,"Aaj jake mujhe samjh aaya in sab(LGBTQ) ke bare me, is community ke prati mera respect thoda increase ho gaya.",Hope
2675,Bahut badiya sir,Not-Hope
2680,"Gender change kia hota hai bataye.
Up khub sundar se samja pate hai....",Not-Hope
1306,Gigolo kaun hote hai,Not-Hope
1400,Aapka jabab nahi,Not-Hope
1408,Inter sex nahi samajh me Aaya,Not-Hope
2237,Intersex wale toilet k liye penis use karte hai ya vagina?,Not-Hope
1496,Uss samay khan sir mike use nahi karte the,Not-Hope
2038, @Asmit Prakash  tumare sath ESA hua hai,Not-Hope
1529,aap jitane intelligent he itane hi kindhearted bhi he sir : respect you,Not-Hope
1663,"Yeh Mantel problem nahi, Harmon Problem hai, Male or Female dono me alg alg Harmon hote hai, 
Agar kisi ladke me Female wale Harmon hoga toh, Woh ladko ki or attract hoga, Agar kisi ladki mai Male wali Harmon hoga toh...woh ladki Female ki or hi attract hogi",Hope
1354,Aane wale kuchh Dino m nose bhi gupt Aang hone wala hai mask se dhkka rehta hai 😁,Not-Hope
3119,WhatsApp group?,Not-Hope
3141,Sir transgender or intersex me kya attraction nhi hota...? Or hoga h to kon se gender se hota h..?,Not-Hope
1643,Khan sir thaks mai ne apki bajise khudko pahchna really I am a bisexual,Hope
1051,"Aap kaise bol sakte ho kii attract nahi ho raha hai to gadbad hai  1:07 ,
Once you used the word disorder for this , aur baar baar mentally word sunkar
Bhot bura lagta hai , its not mental  its hormonal change",Hope
795, @Maniya Faridi  ur city,Not-Hope
2693,Intersex walo ko baccha ho skta h ki nhi,Not-Hope
1597,"Ye Attracted nahi ho raha to garbar hai 
Ye kya baat hui
Not Agree with you on this But still I salute u sir for this video🤔🤔
And sorry if any one is watching from Homo-sexual category.
And feeling bad after any appropriate word used by khan sir.
But I think he used it for make this topic easy for us.
And again extremely sorry to u all on behalf of those mindless hetro-sexual who used bad word in comments section.",Hope
2604,Ye sb thik nhi hai,Not-Hope
2729,"Everyone who use this words without any knowledge  must watch this video.
Thank you sir for this video.",Not-Hope
2625,Ye by birth hote h na ki mentally,Not-Hope
1819,Kon kon tp ke liye video dekha😁😁,Not-Hope
1722," @Santosh Mahali  TUM LOGO KE LIYE GHANTA FARAK nahi padta 
Par hamare liye IZZAT matters 🤨😎",Hope
1183,Sir world me sexual hote h,Not-Hope
2572,Launda ke taraf,Not-Hope
1059,Bhai tu bahut reproduction pda h,Not-Hope
540,Ya to Hindi m btado ya English mai,Not-Hope
1678,Sahi kha apne kisi pr hasna chahiye 👍👍,Not-Hope
2796,सर आप बहुत ही अच्छे तरीके से समझाते हो,Not-Hope
3083,Kaha milega web series,Not-Hope
2532,Gjb h sir ji sex education smjh me aa gya,Not-Hope
1757,Sir aap sabhi questions ko easily samjha dete ho sir sach mein aap great ho 🙏,Not-Hope
1923,समझ गया ना अब तो,Not-Hope
95,Kyu ladki banne ki chul h inko bagwan ne jaisa banaya vese hi raho na,Not-Hope
1020,Kabhi bhi Khan sir adha adhura Gyan nhi dena chaiye ....kisi ese insan or Google se help le skte the ap but u said ...yeh ek bimari hai ...jo log sadhu ho jate h ya bcche peda nhi kr skte woh sb bimar hai ? What nonsense . Jo log kisi se attract nhi hote apni life me marriage nhi krte ...woh sab bimar h ap teacher hai Mane bhut suna tha apke bare me ....thank God Mane apse nhi pda agr ap jese teacher shi se Gyan nhi denge toh yeh smaj or desh ese hi soch me pichda rhega .....kash log mera msg pde or smje that's not a diseases ....hetro is good or something else is kuch gdbd h this is totally bullshit ...bhar niklo duniya bhut haseen h,Hope
563,Mein bhi is problem ka kuch krna chahta tha.,Hope
2790,International 😂😂😂,Not-Hope
863,"कल खान सर पोर्न के टाइप भी बताएंगे, अश्लील आदमी है ये । दूर रहो ऐसे से।",Not-Hope
1484,Topic aur nehi mila sir,Not-Hope
2939,Do animals also have these type of physical quality,Not-Hope
1881,Ladki + ladki,Not-Hope
1038,मुझे Lesbian पसंद है,Hope
206,Yeh Gauri ko to mainey select City walk m dekha tha.,Not-Hope
392, @Savage Diva  one minute sister aapka soch अलग aur mera soch alag hai lekin ho sakta hai ki ye आपकी नजर mein Sahi ho Lekin ye mera नजर मे sahi nahi hai बस mein  ऐनाहि बोलूँगा( राम राम🙏🙏),Not-Hope
2842,"Even tho I am Nepali and 12 years old I already knew about this :v and- I have (online) friends who are trans,bi,pan,ace and I may or my not be bi myself- don't tell anyone tho-",Not-Hope
870,Sir why are their marriages not allowed in India,Not-Hope
397, @Savage Diva  phir se aap galat bol rahi ho halaki mera BAAT aapko pasand nahi aaya ho lekin kishi aur ko jo samjhte hai उन्हे mera baat pasand आता है जी राम राम🙏🙏 इसलिए तो ham bol rahe hai हर एक का soch और samjh एक नही होता है 🤦‍♂️🤦‍♂️,Not-Hope
2814,इससे अच्छा तो मैं पोर्न वीडियो के साथ दिखा सकता हूं सारी चीजें,Not-Hope
3075,Sukriya bhai samjha ne kliye 🙏😊❤,Not-Hope
1028,"wo to hetersoxeual me vi ho sakta hae, (STD's)",Not-Hope
2690,Sir ko thoda uncomfortable feel hora tha 😂😂😂,Not-Hope
1485,Baklol,Not-Hope
2660,Pura samaj a Gaya.,Not-Hope
960,Bhai sir khud nahi kah rahe but log kahte hain use bata rahe hain,Not-Hope
1570,Inko kud nhi pta h ki kya bol rhe h 🤣🤣🤣,Not-Hope
2773,Sir ji inter-sex mai baby born hoskta h kya if yes then what is the gender of baby??,Not-Hope
1895,Sir ye koi disease nai h yrr ky bolre ho,Hope
